GENDER,AGE,MARITAL_STATUS,PROFESSION
F,31,Married,Hospitality
F,31,Married,Hospitality
F,31,Married,Hospitality
M,33,Married,Executive
M,33,Married,Executive
M,33,Married,Executive
M,33,Married,Executive
M,33,Married,Executive
F,26,Single,Other
F,26,Single,Other
F,26,Single,Other
M,25,Single,Professional
M,25,Single,Professional
M,25,Single,Professional
M,24,Single,Professional
M,24,Single,Professional
M,32,Single,Other
M,32,Single,Other
M,23,Unspecified,Other
M,23,Unspecified,Other
M,23,Unspecified,Other
M,23,Unspecified,Other
M,23,Unspecified,Other
M,44,Single,Professional
M,44,Single,Professional
M,44,Single,Professional
M,44,Single,Professional
F,32,Unspecified,Other
F,32,Unspecified,Other
F,20,Single,Professional
F,20,Single,Professional
F,44,Married,Other
F,44,Married,Other
F,44,Married,Other
M,26,Single,Professional
M,26,Single,Professional
M,26,Married,Sales
M,26,Married,Sales
M,26,Married,Sales
M,26,Married,Sales
M,27,Single,Student
M,27,Single,Student
M,27,Single,Student
F,41,Married,Other
F,41,Married,Other
F,41,Married,Other
F,37,Single,Retail
F,37,Single,Retail
M,34,Married,Executive
M,34,Married,Executive
M,34,Married,Executive
M,35,Married,Sales
M,35,Married,Sales
M,35,Married,Sales
F,19,Single,Other
F,19,Single,Other
F,25,Single,Other
F,25,Single,Other
M,24,Single,Sales
M,24,Single,Sales
M,24,Single,Sales
M,24,Single,Sales
M,24,Single,Sales
F,39,Married,Other
F,39,Married,Other
F,24,Single,Student
F,24,Single,Student
F,24,Single,Student
M,22,Single,Executive
M,22,Single,Executive
M,22,Single,Executive
F,25,Married,Executive
F,25,Married,Executive
F,25,Married,Other
F,25,Married,Other
M,53,Married,Professional
M,53,Married,Professional
M,25,Single,Professional
M,25,Single,Professional
M,25,Single,Professional
M,27,Single,Professional
M,27,Single,Professional
M,32,Married,Other
M,32,Married,Other
M,35,Married,Executive
M,35,Married,Executive
M,35,Married,Executive
M,35,Married,Executive
M,46,Married,Trades
M,46,Married,Trades
M,46,Married,Trades
M,46,Married,Trades
F,24,Single,Other
F,24,Single,Other
F,24,Single,Other
F,24,Single,Other
F,24,Single,Other
F,37,Single,Retail
F,37,Single,Retail
F,23,Single,Retail
F,23,Single,Retail
F,22,Single,Other
F,22,Single,Other
F,29,Single,Other
F,29,Single,Other
M,44,Married,Sales
M,44,Married,Sales
F,33,Single,Retail
F,33,Single,Retail
M,27,Single,Professional
M,27,Single,Professional
M,27,Single,Professional
M,45,Married,Trades
M,45,Married,Trades
M,45,Married,Trades
M,45,Married,Trades
M,51,Married,Professional
M,51,Married,Professional
F,22,Single,Professional
F,22,Single,Professional
F,22,Single,Professional
F,48,Married,Hospitality
F,48,Married,Hospitality
F,48,Married,Hospitality
M,36,Married,Student
M,36,Married,Student
M,36,Married,Student
M,36,Married,Student
M,36,Married,Student
M,30,Married,Other
M,30,Married,Other
M,30,Married,Other
M,30,Married,Other
M,31,Married,Other
M,31,Married,Other
M,31,Married,Other
M,31,Married,Other
M,31,Married,Other
M,25,Single,Other
M,25,Single,Other
M,22,Single,Student
M,22,Single,Student
M,22,Single,Student
F,36,Married,Other
F,36,Married,Other
M,36,Single,Other
M,36,Single,Other
M,36,Single,Other
M,36,Single,Other
F,44,Married,Sales
F,44,Married,Sales
F,20,Single,Other
F,20,Single,Other
F,20,Single,Other
F,20,Single,Other
F,20,Single,Other
F,20,Single,Other
F,20,Single,Other
F,31,Single,Professional
F,31,Single,Professional
M,32,Single,Other
M,32,Single,Other
M,32,Single,Other
M,38,Married,Sales
M,38,Married,Sales
M,38,Married,Sales
M,38,Married,Sales
F,25,Married,Executive
F,25,Married,Executive
M,39,Married,Other
M,39,Married,Other
M,39,Married,Other
M,23,Single,Student
M,23,Single,Student
M,23,Single,Student
F,43,Married,Other
F,43,Married,Other
F,26,Single,Student
F,26,Single,Student
F,29,Single,Student
F,29,Single,Student
F,29,Single,Student
F,29,Single,Student
F,29,Single,Student
F,29,Single,Student
F,39,Married,Other
F,39,Married,Other
M,35,Married,Sales
M,35,Married,Sales
M,35,Married,Sales
M,26,Single,Other
M,26,Single,Other
M,26,Single,Other
M,32,Married,Other
M,32,Married,Other
M,28,Single,Other
M,28,Single,Other
M,20,Single,Other
M,20,Single,Other
M,20,Single,Other
M,20,Single,Other
M,20,Single,Other
F,54,Married,Retired
F,54,Married,Retired
F,19,Single,Retail
F,19,Single,Retail
M,43,Married,Other
M,43,Married,Other
M,43,Married,Other
F,20,Single,Student
F,20,Single,Student
F,36,Unspecified,Hospitality
F,36,Unspecified,Hospitality
F,41,Married,Executive
F,41,Married,Executive
F,41,Married,Executive
F,41,Married,Executive
F,41,Married,Executive
F,41,Married,Executive
M,28,Married,Sales
M,28,Married,Sales
M,28,Married,Sales
M,28,Married,Sales
M,27,Single,Other
M,27,Single,Other
M,27,Single,Other
M,35,Unspecified,Trades
M,35,Unspecified,Trades
F,39,Married,Other
F,39,Married,Other
F,39,Married,Other
F,39,Married,Other
F,39,Married,Other
F,39,Married,Other
F,25,Single,Other
F,25,Single,Other
F,25,Single,Other
F,42,Married,Other
F,42,Married,Other
F,42,Married,Other
M,23,Single,Other
M,23,Single,Other
M,23,Single,Other
F,44,Married,Executive
F,44,Married,Executive
F,31,Married,Other
F,31,Married,Other
F,31,Married,Other
F,31,Married,Other
M,25,Single,Student
M,25,Single,Student
F,21,Single,Retail
F,21,Single,Retail
F,32,Married,Hospitality
F,49,Married,Executive
F,49,Married,Executive
F,35,Married,Executive
F,35,Married,Executive
F,35,Married,Executive
F,32,Single,Professional
F,32,Single,Professional
F,22,Married,Other
F,22,Married,Other
F,22,Married,Other
F,21,Single,Retail
F,21,Single,Retail
F,19,Single,Hospitality
F,19,Single,Hospitality
F,19,Single,Hospitality
F,26,Single,Other
F,26,Single,Other
F,25,Single,Retail
F,25,Single,Retail
M,40,Married,Other
M,40,Married,Other
M,40,Married,Other
F,49,Married,Executive
F,49,Married,Executive
F,49,Married,Executive
F,49,Married,Executive
F,49,Married,Executive
M,35,Married,Professional
M,35,Married,Professional
M,35,Married,Professional
M,29,Single,Sales
M,29,Single,Sales
M,29,Single,Sales
M,29,Single,Sales
M,21,Single,Student
M,21,Single,Student
M,21,Single,Student
F,22,Single,Hospitality
F,22,Single,Hospitality
F,22,Single,Hospitality
M,24,Single,Other
M,24,Single,Other
M,24,Single,Other
M,24,Single,Other
F,46,Married,Sales
F,46,Married,Sales
M,30,Married,Trades
M,30,Married,Trades
M,30,Married,Trades
M,19,Single,Sales
M,19,Single,Sales
M,19,Single,Sales
M,19,Single,Sales
F,38,Married,Retail
F,38,Married,Retail
F,38,Married,Retail
F,38,Married,Retail
M,29,Single,Other
M,29,Single,Other
M,29,Single,Other
M,29,Single,Other
M,29,Single,Other
F,33,Married,Other
F,33,Married,Other
F,33,Married,Other
F,33,Married,Other
F,29,Married,Executive
F,29,Married,Executive
F,24,Single,Retail
F,24,Single,Retail
F,54,Married,Executive
F,54,Married,Executive
M,19,Single,Other
M,19,Single,Other
M,19,Single,Other
F,47,Married,Executive
F,47,Married,Executive
F,28,Single,Other
F,28,Single,Other
F,28,Single,Other
F,28,Single,Other
F,28,Single,Other
F,29,Single,Sales
F,29,Single,Sales
F,37,Married,Other
F,37,Married,Other
F,22,Single,Professional
F,22,Single,Professional
M,53,Unspecified,Other
M,53,Unspecified,Other
M,39,Married,Trades
M,39,Married,Trades
M,31,Single,Other
M,31,Single,Other
F,36,Married,Retail
F,36,Married,Retail
F,47,Married,Other
F,47,Married,Other
F,38,Married,Other
F,38,Married,Other
F,38,Married,Other
M,27,Married,Sales
M,27,Married,Sales
M,27,Married,Sales
M,27,Married,Sales
M,21,Single,Sales
M,21,Single,Sales
M,21,Single,Sales
F,27,Single,Other
F,27,Single,Other
M,25,Single,Sales
M,25,Single,Sales
F,38,Married,Retail
F,38,Married,Retail
M,22,Single,Sales
M,22,Single,Sales
M,22,Single,Sales
M,22,Single,Sales
F,29,Single,Other
F,29,Single,Other
M,27,Single,Professional
M,27,Single,Professional
M,27,Single,Professional
F,42,Unspecified,Hospitality
F,42,Unspecified,Hospitality
F,42,Unspecified,Hospitality
F,39,Married,Sales
F,39,Married,Sales
F,39,Married,Sales
M,20,Single,Student
M,20,Single,Student
M,20,Single,Student
M,20,Single,Student
M,35,Married,Sales
M,35,Married,Sales
M,35,Married,Sales
F,22,Single,Student
F,22,Single,Student
M,29,Married,Sales
M,29,Married,Sales
F,22,Single,Other
F,22,Single,Other
F,38,Married,Other
F,38,Married,Other
F,38,Married,Other
F,38,Married,Other
M,21,Single,Student
M,21,Single,Student
M,32,Married,Other
M,32,Married,Other
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,30,Single,Professional
F,30,Single,Professional
F,30,Single,Professional
F,50,Married,Other
F,50,Married,Other
F,48,Married,Hospitality
F,48,Married,Hospitality
F,48,Married,Hospitality
F,48,Married,Hospitality
F,48,Married,Hospitality
F,48,Married,Hospitality
F,48,Married,Hospitality
M,32,Single,Trades
M,32,Single,Trades
F,43,Married,Other
F,43,Married,Other
F,43,Married,Other
M,38,Married,Professional
M,38,Married,Professional
M,38,Married,Professional
F,33,Single,Retail
F,33,Single,Retail
F,22,Single,Student
F,22,Single,Student
M,23,Single,Retail
M,23,Single,Retail
M,23,Single,Retail
M,23,Single,Retail
F,44,Married,Other
F,44,Married,Other
F,44,Married,Other
M,19,Single,Student
M,19,Single,Student
M,39,Single,Sales
M,39,Single,Sales
M,39,Single,Sales
F,30,Unspecified,Other
F,30,Unspecified,Other
F,30,Unspecified,Other
F,33,Single,Professional
F,33,Single,Professional
F,42,Unspecified,Hospitality
F,42,Unspecified,Hospitality
F,42,Unspecified,Hospitality
F,42,Unspecified,Hospitality
F,42,Unspecified,Hospitality
F,42,Unspecified,Hospitality
F,42,Unspecified,Hospitality
F,42,Unspecified,Hospitality
F,26,Single,Sales
F,26,Single,Sales
M,22,Unspecified,Other
M,22,Unspecified,Other
F,48,Married,Other
F,48,Married,Other
F,48,Married,Other
F,48,Married,Other
F,48,Married,Other
F,53,Unspecified,Sales
F,53,Unspecified,Sales
F,53,Unspecified,Sales
F,53,Unspecified,Sales
F,53,Unspecified,Sales
M,25,Married,Professional
M,25,Married,Professional
M,25,Married,Professional
M,22,Single,Other
M,22,Single,Other
M,22,Single,Other
F,44,Unspecified,Hospitality
F,44,Unspecified,Hospitality
F,44,Unspecified,Hospitality
F,44,Unspecified,Hospitality
M,22,Single,Other
M,22,Single,Other
M,22,Single,Other
M,42,Married,Other
M,42,Married,Other
M,42,Married,Other
M,42,Married,Other
M,42,Married,Other
M,42,Married,Other
M,40,Married,Trades
M,40,Married,Trades
M,40,Married,Trades
F,51,Married,Other
F,51,Married,Other
M,23,Single,Other
M,23,Single,Other
M,23,Single,Other
M,43,Married,Executive
M,43,Married,Executive
M,43,Married,Executive
M,43,Married,Executive
F,26,Single,Retail
F,26,Single,Retail
F,26,Single,Professional
F,26,Single,Professional
M,37,Married,Other
M,37,Married,Other
M,37,Married,Other
M,43,Married,Other
M,43,Married,Other
F,44,Unspecified,Hospitality
F,44,Unspecified,Hospitality
F,44,Unspecified,Hospitality
M,20,Single,Other
M,20,Single,Other
F,29,Single,Sales
F,29,Single,Sales
M,52,Married,Professional
M,52,Married,Professional
M,52,Married,Professional
M,52,Married,Professional
F,21,Single,Other
F,21,Single,Other
F,21,Single,Other
F,21,Single,Other
F,21,Single,Other
F,69,Married,Other
F,69,Married,Other
F,31,Married,Other
F,31,Married,Other
M,25,Single,Executive
M,25,Single,Executive
M,25,Single,Executive
F,69,Unspecified,Hospitality
F,69,Unspecified,Hospitality
F,69,Unspecified,Hospitality
M,27,Single,Other
M,27,Single,Other
F,36,Married,Other
F,36,Married,Other
M,30,Single,Other
M,30,Single,Other
F,48,Unspecified,Hospitality
F,48,Unspecified,Hospitality
F,48,Unspecified,Hospitality
M,28,Single,Trades
M,28,Single,Trades
M,28,Single,Trades
F,30,Single,Professional
F,30,Single,Professional
M,31,Unspecified,Professional
M,31,Unspecified,Professional
F,65,Unspecified,Hospitality
F,65,Unspecified,Hospitality
M,32,Single,Other
M,32,Single,Other
M,32,Single,Other
M,31,Married,Other
M,31,Married,Other
M,31,Married,Other
M,31,Married,Other
F,69,Married,Other
F,69,Married,Other
M,27,Married,Other
M,27,Married,Other
M,27,Married,Other
M,27,Married,Other
F,44,Married,Other
F,44,Married,Other
F,44,Married,Other
F,44,Married,Other
F,44,Married,Other
M,43,Married,Other
M,43,Married,Other
M,43,Married,Other
M,43,Married,Sales
M,43,Married,Sales
M,43,Married,Sales
M,43,Married,Sales
M,43,Married,Sales
M,43,Married,Sales
M,36,Married,Sales
M,36,Married,Sales
M,36,Married,Sales
M,36,Married,Sales
M,36,Married,Sales
F,39,Married,Professional
F,39,Married,Professional
F,39,Married,Professional
F,39,Married,Professional
F,39,Married,Professional
F,39,Married,Professional
M,37,Married,Other
M,37,Married,Other
M,37,Married,Other
M,38,Married,Other
M,38,Married,Other
M,49,Married,Other
M,49,Married,Other
M,49,Married,Other
M,18,Single,Student
M,18,Single,Student
M,41,Married,Other
M,41,Married,Other
F,39,Married,Other
F,39,Married,Other
F,39,Married,Other
F,39,Married,Other
M,39,Married,Sales
M,39,Married,Sales
F,44,Married,Other
F,44,Married,Other
F,44,Married,Other
M,42,Single,Other
M,42,Single,Other
M,42,Single,Other
M,42,Single,Other
F,20,Single,Other
F,20,Single,Other
F,46,Married,Other
F,46,Married,Other
F,41,Unspecified,Sales
F,41,Unspecified,Sales
M,32,Married,Sales
M,32,Married,Sales
M,32,Married,Sales
M,38,Married,Professional
M,38,Married,Professional
M,38,Married,Professional
M,38,Married,Professional
F,29,Single,Retail
F,29,Single,Retail
M,39,Unspecified,Trades
M,39,Unspecified,Trades
M,39,Unspecified,Trades
F,30,Married,Other
F,30,Married,Other
F,30,Married,Other
F,30,Married,Other
M,44,Married,Other
M,44,Married,Other
M,44,Married,Other
M,44,Married,Other
M,44,Married,Other
M,28,Married,Executive
M,28,Married,Executive
M,28,Married,Executive
M,28,Married,Executive
M,36,Single,Professional
M,36,Single,Professional
M,36,Single,Professional
M,36,Single,Professional
M,36,Single,Professional
M,36,Single,Professional
M,26,Married,Sales
M,26,Married,Sales
M,26,Married,Sales
M,26,Married,Sales
F,60,Unspecified,Hospitality
F,60,Unspecified,Hospitality
F,52,Married,Other
F,52,Married,Other
F,36,Single,Professional
F,36,Single,Professional
M,36,Married,Executive
M,36,Married,Executive
F,25,Single,Other
F,25,Single,Other
M,27,Single,Retail
M,27,Single,Retail
M,27,Single,Retail
M,27,Single,Retail
M,19,Single,Professional
M,19,Single,Professional
M,32,Single,Executive
M,32,Single,Executive
M,20,Single,Professional
M,20,Single,Professional
M,20,Single,Professional
M,20,Single,Professional
M,20,Single,Professional
M,20,Single,Professional
F,39,Single,Professional
F,39,Single,Professional
F,31,Married,Executive
F,31,Married,Executive
F,31,Married,Executive
F,27,Single,Student
F,27,Single,Student
F,22,Single,Hospitality
F,22,Single,Hospitality
F,22,Single,Hospitality
M,23,Single,Retail
M,23,Single,Retail
M,23,Single,Retail
F,27,Married,Sales
F,27,Married,Sales
F,27,Married,Sales
F,28,Single,Other
F,28,Single,Other
F,28,Single,Other
F,28,Single,Other
M,31,Married,Sales
M,31,Married,Sales
F,68,Married,Other
F,68,Married,Other
F,68,Married,Other
F,31,Single,Retail
F,31,Single,Retail
F,31,Single,Retail
F,31,Single,Retail
F,69,Unspecified,Hospitality
F,69,Unspecified,Hospitality
F,69,Unspecified,Hospitality
F,53,Married,Retired
F,53,Married,Retired
F,49,Married,Other
F,49,Married,Other
F,49,Married,Other
F,27,Single,Other
F,27,Single,Other
F,27,Single,Other
F,37,Married,Executive
F,37,Married,Executive
M,51,Married,Professional
M,51,Married,Professional
M,51,Married,Professional
M,22,Single,Student
M,22,Single,Student
F,36,Single,Other
F,36,Single,Other
F,36,Single,Other
F,25,Married,Other
F,25,Married,Other
F,25,Married,Other
F,19,Single,Other
F,19,Single,Other
F,19,Single,Other
F,45,Unspecified,Hospitality
F,45,Unspecified,Hospitality
M,44,Married,Executive
M,44,Married,Executive
F,29,Married,Other
F,29,Married,Other
F,28,Single,Retail
F,28,Single,Retail
F,49,Married,Hospitality
F,49,Married,Hospitality
F,49,Married,Hospitality
F,51,Unspecified,Sales
F,51,Unspecified,Sales
M,19,Single,Other
M,19,Single,Other
M,19,Single,Other
M,55,Married,Other
M,55,Married,Other
M,55,Married,Other
M,55,Married,Other
M,55,Married,Other
M,41,Married,Other
M,41,Married,Other
M,41,Married,Other
M,40,Married,Sales
M,40,Married,Sales
M,40,Married,Sales
M,40,Married,Sales
F,27,Single,Other
F,27,Single,Other
M,30,Single,Other
M,30,Single,Other
M,30,Single,Other
F,39,Single,Retail
F,39,Single,Retail
M,40,Married,Other
M,40,Married,Other
F,60,Married,Retired
F,60,Married,Retired
F,19,Single,Sales
F,19,Single,Sales
F,29,Single,Student
